movies,categories,run_time,screen_time,n_movies
10000,40,"[172, 172]","[24, 24]","[24, 24]"
7660,19,"[148, 148]","[24, 24]","[24, 24]"
1900,46,"[45, 45]","[24, 24]","[24, 24]"
4510,16,"[70, 70]","[24, 24]","[24, 24]"
8650,39,"[142, 142]","[24, 24]","[24, 24]"
2530,48,"[56, 56]","[24, 24]","[24, 24]"
7210,47,"[132, 132]","[24, 24]","[24, 24]"
6310,4,"[46, 46]","[17, 17]","[17, 17]"
8650,11,"[129, 129]","[24, 24]","[24, 24]"
9100,26,"[143, 143]","[24, 24]","[24, 24]"
7660,31,"[112, 112]","[24, 24]","[24, 24]"
3610,21,"[64, 64]","[24, 24]","[24, 24]"
820,16,"[21, 21]","[24, 24]","[21, 21]"
3880,17,"[64, 64]","[24, 24]","[24, 24]"
3610,35,"[70, 70]","[24, 24]","[24, 24]"
1180,10,"[27, 27]","[24, 24]","[23, 23]"
6130,12,"[83, 83]","[24, 24]","[24, 24]"
7660,25,"[123, 123]","[24, 24]","[24, 24]"
9100,32,"[147, 147]","[24, 24]","[24, 24]"
6490,47,"[122, 122]","[24, 24]","[24, 24]"
100,3,"[3, 3]","[25, 25]","[11, 11]"
5860,4,"[34, 34]","[15, 15]","[15, 15]"
4060,48,"[82, 82]","[24, 24]","[24, 24]"
9820,6,"[112, 112]","[24, 24]","[24, 24]"
190,20,"[6, 6]","[24, 24]","[16, 16]"
6850,13,"[92, 92]","[24, 24]","[24, 24]"
6400,4,"[31, 31]","[11, 11]","[11, 11]"
4150,14,"[56, 56]","[24, 24]","[24, 24]"
190,34,"[12, 12]","[24, 24]","[14, 14]"
3250,23,"[60, 60]","[24, 24]","[24, 24]"
9550,4,"[49, 49]","[15, 15]","[15, 15]"
1180,8,"[22, 22]","[24, 24]","[23, 23]"
6490,8,"[84, 84]","[24, 24]","[24, 24]"
2710,6,"[49, 49]","[24, 24]","[24, 24]"
4150,28,"[74, 74]","[24, 24]","[24, 24]"
4690,43,"[84, 84]","[24, 24]","[24, 24]"
7750,45,"[143, 143]","[24, 24]","[24, 24]"
4330,16,"[69, 69]","[24, 24]","[24, 24]"
3250,37,"[52, 52]","[24, 24]","[24, 24]"
3520,12,"[56, 56]","[24, 24]","[24, 24]"
1360,14,"[19, 19]","[24, 24]","[23, 23]"
7480,21,"[109, 109]","[24, 24]","[24, 24]"
8560,22,"[116, 116]","[24, 24]","[24, 24]"
550,30,"[19, 19]","[24, 24]","[19, 19]"
6670,43,"[125, 125]","[24, 24]","[24, 24]"
4960,18,"[80, 80]","[24, 24]","[24, 24]"
8560,36,"[134, 134]","[24, 24]","[24, 24]"
550,24,"[21, 21]","[24, 24]","[22, 22]"
7480,35,"[124, 124]","[24, 24]","[24, 24]"
8110,40,"[135, 135]","[24, 24]","[24, 24]"
1360,28,"[34, 34]","[24, 24]","[24, 24]"
730,32,"[26, 26]","[24, 24]","[22, 22]"
3790,27,"[67, 67]","[24, 24]","[24, 24]"
9280,4,"[74, 74]","[20, 20]","[20, 20]"
4960,30,"[94, 94]","[24, 24]","[24, 24]"
7120,48,"[142, 142]","[24, 24]","[24, 24]"
7390,41,"[132, 132]","[24, 24]","[24, 24]"
8740,9,"[93, 93]","[24, 24]","[24, 24]"
4060,2,"[6, 6]","[3, 3]","[3, 3]"
550,18,"[11, 11]","[24, 24]","[20, 20]"
4960,24,"[97, 97]","[24, 24]","[24, 24]"
1000,16,"[25, 25]","[24, 24]","[23, 23]"
730,26,"[15, 15]","[25, 25]","[22, 22]"
3790,33,"[59, 59]","[24, 24]","[24, 24]"
5950,27,"[116, 116]","[24, 24]","[24, 24]"
8920,3,"[41, 41]","[13, 13]","[13, 13]"
9730,37,"[166, 166]","[24, 24]","[24, 24]"
9730,23,"[154, 154]","[24, 24]","[24, 24]"
6940,16,"[90, 90]","[24, 24]","[24, 24]"
5950,33,"[104, 104]","[24, 24]","[24, 24]"
3340,2,"[13, 13]","[6, 6]","[6, 6]"
7570,8,"[90, 90]","[24, 24]","[24, 24]"
8830,49,"[159, 159]","[24, 24]","[24, 24]"
9550,35,"[150, 150]","[24, 24]","[24, 24]"
3340,26,"[61, 61]","[24, 24]","[24, 24]"
3970,45,"[69, 69]","[24, 24]","[24, 24]"
3610,3,"[14, 14]","[12, 12]","[12, 12]"
4780,46,"[92, 92]","[24, 24]","[24, 24]"
3340,32,"[55, 55]","[24, 24]","[24, 24]"
8200,16,"[113, 113]","[24, 24]","[24, 24]"
9550,21,"[139, 139]","[24, 24]","[24, 24]"
6310,30,"[106, 106]","[24, 24]","[24, 24]"
5410,49,"[105, 105]","[24, 24]","[24, 24]"
1270,11,"[29, 29]","[24, 24]","[24, 24]"
3430,17,"[46, 46]","[24, 24]","[24, 24]"
9190,19,"[135, 135]","[24, 24]","[24, 24]"
1270,5,"[23, 23]","[23, 23]","[21, 21]"
6760,5,"[56, 56]","[19, 19]","[19, 19]"
6760,46,"[117, 117]","[24, 24]","[24, 24]"
8470,27,"[135, 135]","[24, 24]","[24, 24]"
2260,34,"[52, 52]","[24, 24]","[24, 24]"
2710,42,"[60, 60]","[24, 24]","[24, 24]"
2260,20,"[43, 43]","[24, 24]","[24, 24]"
8470,33,"[137, 137]","[24, 24]","[24, 24]"
1990,45,"[38, 38]","[24, 24]","[24, 24]"
6310,24,"[95, 95]","[24, 24]","[24, 24]"
8380,1,"[1, 1]","[1, 1]","[1, 1]"
6400,50,"[121, 121]","[24, 24]","[24, 24]"
2980,48,"[66, 66]","[24, 24]","[24, 24]"
9190,25,"[140, 140]","[24, 24]","[24, 24]"
4870,35,"[87, 87]","[24, 24]","[24, 24]"
4240,42,"[90, 90]","[24, 24]","[24, 24]"
9190,31,"[137, 137]","[24, 24]","[24, 24]"
4870,21,"[80, 80]","[24, 24]","[24, 24]"
6400,44,"[117, 117]","[24, 24]","[24, 24]"
1720,4,"[18, 18]","[19, 19]","[16, 16]"
6310,18,"[108, 108]","[24, 24]","[24, 24]"
1270,39,"[34, 34]","[24, 24]","[23, 23]"
6400,45,"[122, 122]","[24, 24]","[24, 24]"
4870,20,"[81, 81]","[24, 24]","[24, 24]"
9190,30,"[146, 146]","[24, 24]","[24, 24]"
4240,43,"[85, 85]","[24, 24]","[24, 24]"
1270,38,"[36, 36]","[24, 24]","[23, 23]"
6310,19,"[107, 107]","[24, 24]","[24, 24]"
1720,5,"[15, 15]","[21, 21]","[20, 20]"
4870,34,"[88, 88]","[24, 24]","[24, 24]"
9190,24,"[139, 139]","[24, 24]","[24, 24]"
2980,49,"[63, 63]","[24, 24]","[24, 24]"
2260,21,"[35, 35]","[24, 24]","[24, 24]"
8470,32,"[143, 143]","[24, 24]","[24, 24]"
2710,43,"[70, 70]","[24, 24]","[24, 24]"
6310,25,"[92, 92]","[24, 24]","[24, 24]"
1990,44,"[37, 37]","[24, 24]","[24, 24]"
3430,16,"[46, 46]","[24, 24]","[24, 24]"
1270,10,"[17, 17]","[24, 24]","[22, 22]"
6310,31,"[108, 108]","[24, 24]","[24, 24]"
5410,48,"[103, 103]","[24, 24]","[24, 24]"
1990,50,"[40, 40]","[24, 24]","[24, 24]"
8470,26,"[130, 130]","[24, 24]","[24, 24]"
2260,35,"[52, 52]","[24, 24]","[24, 24]"
6760,47,"[136, 136]","[24, 24]","[24, 24]"
6760,4,"[60, 60]","[20, 20]","[20, 20]"
1270,4,"[7, 7]","[12, 12]","[11, 11]"
9190,18,"[130, 130]","[24, 24]","[24, 24]"
1540,1,"[4, 4]","[4, 4]","[4, 4]"
4780,47,"[94, 94]","[24, 24]","[24, 24]"
3970,50,"[84, 84]","[24, 24]","[24, 24]"
3340,33,"[63, 63]","[24, 24]","[24, 24]"
9550,20,"[138, 138]","[24, 24]","[24, 24]"
8200,17,"[111, 111]","[24, 24]","[24, 24]"
3970,44,"[87, 87]","[24, 24]","[24, 24]"
9550,34,"[149, 149]","[24, 24]","[24, 24]"
3340,27,"[55, 55]","[24, 24]","[24, 24]"
3610,2,"[12, 12]","[8, 8]","[8, 8]"
6940,17,"[94, 94]","[24, 24]","[24, 24]"
9730,22,"[148, 148]","[24, 24]","[24, 24]"
8830,48,"[149, 149]","[24, 24]","[24, 24]"
7570,9,"[101, 101]","[24, 24]","[24, 24]"
3340,3,"[10, 10]","[5, 5]","[5, 5]"
5950,32,"[101, 101]","[24, 24]","[24, 24]"
8920,2,"[19, 19]","[8, 8]","[8, 8]"
5950,26,"[103, 103]","[24, 24]","[24, 24]"
9100,1,"[3, 3]","[1, 1]","[1, 1]"
9730,36,"[154, 154]","[24, 24]","[24, 24]"
4960,25,"[85, 85]","[24, 24]","[24, 24]"
550,19,"[11, 11]","[25, 25]","[19, 19]"
4060,3,"[16, 16]","[11, 11]","[11, 11]"
8740,8,"[109, 109]","[24, 24]","[24, 24]"
3790,32,"[75, 75]","[24, 24]","[24, 24]"
730,27,"[24, 24]","[24, 24]","[22, 22]"
1000,17,"[24, 24]","[24, 24]","[23, 23]"
9280,5,"[86, 86]","[24, 24]","[24, 24]"
3790,26,"[72, 72]","[24, 24]","[24, 24]"
730,33,"[15, 15]","[24, 24]","[23, 23]"
1360,29,"[35, 35]","[24, 24]","[23, 23]"
7390,40,"[141, 141]","[24, 24]","[24, 24]"
9730,1,"[8, 8]","[2, 2]","[2, 2]"
4960,31,"[82, 82]","[24, 24]","[24, 24]"
7120,49,"[139, 139]","[24, 24]","[24, 24]"
550,25,"[20, 20]","[24, 24]","[20, 20]"
8560,37,"[129, 129]","[24, 24]","[24, 24]"
4960,19,"[75, 75]","[24, 24]","[24, 24]"
8110,41,"[143, 143]","[24, 24]","[24, 24]"
7480,34,"[111, 111]","[24, 24]","[24, 24]"
2800,1,"[7, 7]","[4, 4]","[4, 4]"
7480,20,"[112, 112]","[24, 24]","[24, 24]"
1360,15,"[29, 29]","[24, 24]","[23, 23]"
3520,13,"[54, 54]","[24, 24]","[24, 24]"
7660,1,"[7, 7]","[4, 4]","[4, 4]"
6670,42,"[125, 125]","[24, 24]","[24, 24]"
550,31,"[26, 26]","[24, 24]","[19, 19]"
8560,23,"[130, 130]","[24, 24]","[24, 24]"
4690,42,"[97, 97]","[24, 24]","[24, 24]"
4150,29,"[66, 66]","[24, 24]","[24, 24]"
3250,36,"[68, 68]","[24, 24]","[24, 24]"
4330,17,"[69, 69]","[24, 24]","[24, 24]"
7750,44,"[144, 144]","[24, 24]","[24, 24]"
7750,50,"[140, 140]","[24, 24]","[24, 24]"
6490,9,"[81, 81]","[24, 24]","[24, 24]"
1180,9,"[27, 27]","[24, 24]","[22, 22]"
3250,22,"[50, 50]","[24, 24]","[24, 24]"
9550,5,"[63, 63]","[19, 19]","[19, 19]"
2710,7,"[39, 39]","[24, 24]","[24, 24]"
4150,15,"[49, 49]","[24, 24]","[24, 24]"
6400,5,"[58, 58]","[20, 20]","[20, 20]"
6850,12,"[92, 92]","[24, 24]","[24, 24]"
190,35,"[10, 10]","[25, 25]","[16, 16]"
190,21,"[11, 11]","[23, 23]","[14, 14]"
9820,7,"[102, 102]","[24, 24]","[24, 24]"
7660,24,"[116, 116]","[24, 24]","[24, 24]"
6130,13,"[87, 87]","[24, 24]","[24, 24]"
1180,11,"[29, 29]","[24, 24]","[23, 23]"
3880,16,"[64, 64]","[24, 24]","[24, 24]"
3610,34,"[72, 72]","[24, 24]","[24, 24]"
4060,49,"[73, 73]","[24, 24]","[24, 24]"
5860,5,"[49, 49]","[18, 18]","[18, 18]"
6490,46,"[121, 121]","[24, 24]","[24, 24]"
100,2,"[5, 5]","[9, 9]","[3, 3]"
9100,33,"[153, 153]","[24, 24]","[24, 24]"
9100,27,"[151, 151]","[24, 24]","[24, 24]"
8650,10,"[98, 98]","[24, 24]","[24, 24]"
6310,5,"[55, 55]","[20, 20]","[20, 20]"
7210,46,"[142, 142]","[24, 24]","[24, 24]"
820,17,"[22, 22]","[24, 24]","[21, 21]"
3610,20,"[65, 65]","[24, 24]","[24, 24]"
7660,30,"[123, 123]","[24, 24]","[24, 24]"
1900,47,"[47, 47]","[24, 24]","[24, 24]"
7660,18,"[112, 112]","[24, 24]","[24, 24]"
2530,49,"[55, 55]","[24, 24]","[24, 24]"
8650,38,"[155, 155]","[24, 24]","[24, 24]"
4510,17,"[72, 72]","[24, 24]","[24, 24]"
10000,41,"[164, 164]","[24, 24]","[24, 24]"
1180,39,"[34, 34]","[24, 24]","[23, 23]"
4510,7,"[45, 45]","[24, 24]","[24, 24]"
3160,39,"[69, 69]","[24, 24]","[24, 24]"
370,25,"[8, 8]","[24, 24]","[18, 18]"
8290,14,"[103, 103]","[24, 24]","[24, 24]"
1540,15,"[31, 31]","[24, 24]","[24, 24]"
370,31,"[23, 23]","[24, 24]","[18, 18]"
5680,18,"[77, 77]","[24, 24]","[24, 24]"
370,19,"[16, 16]","[24, 24]","[19, 19]"
2260,3,"[12, 12]","[10, 10]","[10, 10]"
8290,28,"[125, 125]","[24, 24]","[24, 24]"
5770,3,"[15, 15]","[7, 7]","[7, 7]"
8020,21,"[116, 116]","[24, 24]","[24, 24]"
5680,30,"[92, 92]","[24, 24]","[24, 24]"
460,45,"[20, 20]","[24, 24]","[18, 18]"
1540,29,"[36, 36]","[24, 24]","[23, 23]"
8020,35,"[135, 135]","[24, 24]","[24, 24]"
8020,1,"[7, 7]","[4, 4]","[4, 4]"
3160,11,"[47, 47]","[24, 24]","[24, 24]"
5680,24,"[93, 93]","[24, 24]","[24, 24]"
7840,48,"[148, 148]","[24, 24]","[24, 24]"
1720,17,"[44, 44]","[24, 24]","[24, 24]"
3700,31,"[80, 80]","[24, 24]","[24, 24]"
9460,40,"[159, 159]","[24, 24]","[24, 24]"
1090,14,"[27, 27]","[24, 24]","[23, 23]"
2080,31,"[34, 34]","[24, 24]","[24, 24]"
9010,36,"[158, 158]","[24, 24]","[24, 24]"
5140,3,"[28, 28]","[13, 13]","[13, 13]"
820,4,"[9, 9]","[21, 21]","[16, 16]"
6580,43,"[111, 111]","[24, 24]","[24, 24]"
10,48,"[5, 5]","[7, 7]","[3, 3]"
7930,34,"[131, 131]","[24, 24]","[24, 24]"
7300,43,"[139, 139]","[24, 24]","[24, 24]"
7930,20,"[132, 132]","[24, 24]","[24, 24]"
8740,15,"[111, 111]","[24, 24]","[24, 24]"
9010,22,"[147, 147]","[24, 24]","[24, 24]"
2080,25,"[42, 42]","[24, 24]","[24, 24]"
3700,25,"[64, 64]","[24, 24]","[24, 24]"
1090,28,"[31, 31]","[24, 24]","[23, 23]"
1810,42,"[49, 49]","[24, 24]","[24, 24]"
550,6,"[16, 16]","[25, 25]","[20, 20]"
9370,20,"[135, 135]","[24, 24]","[24, 24]"
8740,29,"[137, 137]","[24, 24]","[24, 24]"
2080,19,"[31, 31]","[24, 24]","[24, 24]"
9370,34,"[154, 154]","[24, 24]","[24, 24]"
3700,19,"[62, 62]","[24, 24]","[24, 24]"
5410,2,"[5, 5]","[5, 5]","[5, 5]"
5860,46,"[112, 112]","[24, 24]","[24, 24]"
5320,7,"[68, 68]","[24, 24]","[24, 24]"
2440,21,"[54, 54]","[24, 24]","[24, 24]"
8380,11,"[93, 93]","[24, 24]","[24, 24]"
4600,41,"[82, 82]","[24, 24]","[24, 24]"
6040,47,"[121, 121]","[24, 24]","[24, 24]"
1450,10,"[19, 19]","[24, 24]","[24, 24]"
5230,48,"[95, 95]","[24, 24]","[24, 24]"
8470,5,"[75, 75]","[21, 21]","[21, 21]"
3070,28,"[57, 57]","[24, 24]","[24, 24]"
6850,7,"[72, 72]","[24, 24]","[24, 24]"
2440,35,"[52, 52]","[24, 24]","[24, 24]"
4690,3,"[21, 21]","[10, 10]","[10, 10]"
100,36,"[10, 10]","[23, 23]","[13, 13]"
730,2,"[1, 1]","[3, 3]","[3, 3]"
6220,45,"[120, 120]","[24, 24]","[24, 24]"
1450,38,"[37, 37]","[24, 24]","[24, 24]"
2350,41,"[50, 50]","[24, 24]","[24, 24]"
280,6,"[5, 5]","[24, 24]","[15, 15]"
2620,23,"[45, 45]","[24, 24]","[24, 24]"
1810,6,"[27, 27]","[24, 24]","[22, 22]"
9820,12,"[127, 127]","[24, 24]","[24, 24]"
2620,37,"[60, 60]","[24, 24]","[24, 24]"
8380,39,"[147, 147]","[24, 24]","[24, 24]"
1630,12,"[29, 29]","[24, 24]","[24, 24]"
100,22,"[5, 5]","[21, 21]","[15, 15]"
3070,14,"[47, 47]","[24, 24]","[24, 24]"
1810,4,"[26, 26]","[23, 23]","[20, 20]"
2620,21,"[58, 58]","[24, 24]","[24, 24]"
280,4,"[14, 14]","[22, 22]","[15, 15]"
2350,43,"[44, 44]","[24, 24]","[24, 24]"
6220,47,"[119, 119]","[24, 24]","[24, 24]"
100,34,"[11, 11]","[24, 24]","[13, 13]"
3070,16,"[53, 53]","[24, 24]","[24, 24]"
100,20,"[8, 8]","[22, 22]","[11, 11]"
1630,10,"[31, 31]","[24, 24]","[23, 23]"
5050,48,"[104, 104]","[24, 24]","[24, 24]"
2620,35,"[54, 54]","[24, 24]","[24, 24]"
9820,10,"[119, 119]","[24, 24]","[24, 24]"
9820,38,"[162, 162]","[24, 24]","[24, 24]"
6040,45,"[111, 111]","[24, 24]","[24, 24]"
4600,43,"[82, 82]","[24, 24]","[24, 24]"
1630,38,"[32, 32]","[24, 24]","[24, 24]"
8380,13,"[109, 109]","[24, 24]","[24, 24]"
2440,23,"[46, 46]","[24, 24]","[24, 24]"
5320,5,"[50, 50]","[20, 20]","[20, 20]"
4690,1,"[3, 3]","[1, 1]","[1, 1]"
2440,37,"[52, 52]","[24, 24]","[24, 24]"
6850,5,"[69, 69]","[24, 24]","[24, 24]"
8470,7,"[78, 78]","[24, 24]","[24, 24]"
1450,12,"[30, 30]","[24, 24]","[24, 24]"
9370,22,"[139, 139]","[24, 24]","[24, 24]"
550,4,"[15, 15]","[20, 20]","[13, 13]"
1810,40,"[34, 34]","[24, 24]","[24, 24]"
5860,50,"[110, 110]","[24, 24]","[24, 24]"
5860,44,"[111, 111]","[24, 24]","[24, 24]"
2170,9,"[37, 37]","[24, 24]","[24, 24]"
9370,36,"[162, 162]","[24, 24]","[24, 24]"
7930,36,"[135, 135]","[24, 24]","[24, 24]"
4960,2,"[1, 1]","[2, 2]","[2, 2]"
6580,41,"[109, 109]","[24, 24]","[24, 24]"
820,6,"[10, 10]","[24, 24]","[19, 19]"
5140,1,"[6, 6]","[2, 2]","[2, 2]"
9010,34,"[146, 146]","[24, 24]","[24, 24]"
2080,33,"[46, 46]","[24, 24]","[24, 24]"
1090,16,"[17, 17]","[24, 24]","[23, 23]"
9460,42,"[174, 174]","[24, 24]","[24, 24]"
3700,33,"[61, 61]","[24, 24]","[24, 24]"
3700,27,"[71, 71]","[24, 24]","[24, 24]"
2080,27,"[44, 44]","[24, 24]","[24, 24]"
9010,20,"[127, 127]","[24, 24]","[24, 24]"
8740,17,"[130, 130]","[24, 24]","[24, 24]"
7930,22,"[117, 117]","[24, 24]","[24, 24]"
7210,2,"[17, 17]","[8, 8]","[8, 8]"
7300,41,"[144, 144]","[24, 24]","[24, 24]"
460,47,"[13, 13]","[24, 24]","[20, 20]"
5680,32,"[85, 85]","[24, 24]","[24, 24]"
8020,23,"[128, 128]","[24, 24]","[24, 24]"
5770,1,"[4, 4]","[1, 1]","[1, 1]"
2260,1,"[3, 3]","[2, 2]","[2, 2]"
1720,15,"[33, 33]","[24, 24]","[24, 24]"
5680,26,"[95, 95]","[24, 24]","[24, 24]"
3160,13,"[40, 40]","[24, 24]","[24, 24]"
8020,3,"[21, 21]","[8, 8]","[8, 8]"
8020,37,"[141, 141]","[24, 24]","[24, 24]"
8290,16,"[115, 115]","[24, 24]","[24, 24]"
370,27,"[19, 19]","[24, 24]","[17, 17]"
1720,29,"[30, 30]","[24, 24]","[24, 24]"
370,33,"[17, 17]","[23, 23]","[20, 20]"
1540,17,"[24, 24]","[24, 24]","[23, 23]"
4510,15,"[67, 67]","[24, 24]","[24, 24]"
1900,45,"[46, 46]","[24, 24]","[23, 23]"
3880,28,"[63, 63]","[24, 24]","[24, 24]"
820,29,"[26, 26]","[24, 24]","[19, 19]"
4510,5,"[41, 41]","[24, 24]","[24, 24]"
6130,39,"[95, 95]","[24, 24]","[24, 24]"
10000,43,"[192, 192]","[24, 24]","[24, 24]"
9100,19,"[134, 134]","[24, 24]","[24, 24]"
9100,31,"[157, 157]","[24, 24]","[24, 24]"
7210,50,"[128, 128]","[24, 24]","[24, 24]"
4510,29,"[81, 81]","[24, 24]","[24, 24]"
6490,44,"[124, 124]","[24, 24]","[24, 24]"
5860,7,"[62, 62]","[24, 24]","[24, 24]"
3610,36,"[71, 71]","[24, 24]","[24, 24]"
3880,14,"[59, 59]","[24, 24]","[24, 24]"
1180,13,"[29, 29]","[24, 24]","[23, 23]"
6130,11,"[85, 85]","[24, 24]","[24, 24]"
7660,26,"[125, 125]","[24, 24]","[24, 24]"
7660,32,"[119, 119]","[24, 24]","[24, 24]"
3610,22,"[67, 67]","[24, 24]","[24, 24]"
820,15,"[23, 23]","[24, 24]","[23, 23]"
6490,50,"[127, 127]","[24, 24]","[24, 24]"
7210,44,"[122, 122]","[24, 24]","[24, 24]"
6310,7,"[56, 56]","[24, 24]","[24, 24]"
8650,12,"[109, 109]","[24, 24]","[24, 24]"
9100,25,"[130, 130]","[24, 24]","[24, 24]"
4330,29,"[80, 80]","[24, 24]","[24, 24]"
190,37,"[12, 12]","[23, 23]","[14, 14]"
2170,49,"[50, 50]","[24, 24]","[24, 24]"
6850,10,"[82, 82]","[24, 24]","[24, 24]"
6400,7,"[73, 73]","[24, 24]","[24, 24]"
4150,17,"[68, 68]","[24, 24]","[24, 24]"
9820,5,"[77, 77]","[20, 20]","[20, 20]"
190,23,"[6, 6]","[23, 23]","[13, 13]"
910,49,"[27, 27]","[24, 24]","[22, 22]"
7750,46,"[141, 141]","[24, 24]","[24, 24]"
4330,15,"[64, 64]","[24, 24]","[24, 24]"
3250,34,"[67, 67]","[24, 24]","[24, 24]"
4420,49,"[89, 89]","[24, 24]","[24, 24]"
4690,40,"[80, 80]","[24, 24]","[24, 24]"
6850,38,"[122, 122]","[24, 24]","[24, 24]"
2710,5,"[23, 23]","[22, 22]","[21, 21]"
9550,7,"[103, 103]","[24, 24]","[24, 24]"
3250,20,"[58, 58]","[24, 24]","[24, 24]"
730,19,"[20, 20]","[24, 24]","[22, 22]"
7480,36,"[128, 128]","[24, 24]","[24, 24]"
8110,43,"[140, 140]","[24, 24]","[24, 24]"
1000,29,"[19, 19]","[24, 24]","[22, 22]"
8560,35,"[143, 143]","[24, 24]","[24, 24]"
550,27,"[23, 23]","[24, 24]","[20, 20]"
8560,21,"[138, 138]","[24, 24]","[24, 24]"
550,33,"[18, 18]","[24, 24]","[19, 19]"
6670,40,"[139, 139]","[24, 24]","[24, 24]"
7660,3,"[35, 35]","[12, 12]","[12, 12]"
3520,11,"[66, 66]","[24, 24]","[24, 24]"
1360,17,"[21, 21]","[24, 24]","[24, 24]"
7480,22,"[114, 114]","[24, 24]","[24, 24]"
3790,18,"[62, 62]","[24, 24]","[24, 24]"
2800,3,"[15, 15]","[11, 11]","[11, 11]"
3520,39,"[62, 62]","[24, 24]","[24, 24]"
9640,48,"[161, 161]","[24, 24]","[24, 24]"
1000,15,"[24, 24]","[24, 24]","[22, 22]"
730,25,"[22, 22]","[24, 24]","[22, 22]"
3790,30,"[70, 70]","[24, 24]","[24, 24]"
