movies,categories,run_time,screen_time,n_movies
4,6,"[4, 5]","[0, 0]","[3, 3]"
5,4,"[6, 619]","[0, 0]","[4, 4]"
11,2,"[7, 8]","[0, 0]","[4, 4]"
18,9,"[8, 9]","[0, 0]","[6, 6]"
17,3,"[7, 8]","[0, 0]","[6, 6]"
5,9,"[4, 4]","[0, 0]","[3, 3]"
20,5,"[8, 10]","[0, 0]","[6, 6]"
25,2,"[9, 1190]","[0, 0]","[7, 7]"
2,9,"[2, 3]","[0, 0]","[1, 1]"
6,8,"[5, 5]","[0, 0]","[3, 3]"
10,1,"[6, 8]","[0, 0]","[3, 3]"
8,3,"[7, 9]","[0, 0]","[3, 3]"
17,2,"[6, 286]","[0, 0]","[6, 6]"
20,1,"[4, 5]","[0, 0]","[4, 4]"
7,1,"[2, 3]","[0, 0]","[1, 1]"
25,10,"[10, 10]","[0, 0]","[8, 10]"
2,4,"[5, 180]","[0, 0]","[1, 1]"
1,3,"[2, 2]","[0, 0]","[0, 0]"
21,8,"[8, 8]","[0, 0]","[6, 6]"
1,4,"[4, 182]","[0, 0]","[0, 0]"
12,4,"[6, 18]","[0, 0]","[7, 7]"
3,5,"[5, 8]","[0, 0]","[1, 1]"
16,1,"[7, 9]","[0, 0]","[3, 3]"
15,2,"[6, 7]","[0, 0]","[5, 5]"
7,6,"[5, 5]","[0, 0]","[4, 4]"
1,1,"[2, 2]","[0, 0]","[0, 0]"
5,1,"[7, 7]","[0, 0]","[3, 3]"
10,8,"[6, 7]","[0, 0]","[5, 5]"
2,2,"[5, 8]","[0, 0]","[1, 2]"
18,8,"[7, 8]","[0, 0]","[7, 7]"
20,3,"[8, 41]","[0, 0]","[6, 6]"
18,3,"[7, 9]","[0, 0]","[6, 7]"
3,7,"[4, 6]","[0, 0]","[2, 2]"
9,9,"[6, 7]","[0, 0]","[5, 5]"
25,4,"[9, 17]","[0, 0]","[6, 6]"
10,10,"[5, 6]","[0, 0]","[5, 5]"
7,7,"[6, 6]","[0, 0]","[5, 5]"
9,2,"[7, 8]","[0, 0]","[4, 4]"
9,5,"[5, 6]","[0, 0]","[5, 5]"
6,1,"[6, 12]","[0, 0]","[3, 3]"
7,9,"[5, 7]","[0, 0]","[4, 4]"
3,4,"[6, 6]","[0, 0]","[2, 2]"
24,7,"[10, 27]","[0, 0]","[9, 9]"
16,7,"[7, 8]","[0, 0]","[6, 6]"
8,10,"[5, 15]","[0, 0]","[5, 5]"
23,4,"[9, 67]","[0, 0]","[7, 7]"
4,2,"[6, 9]","[0, 0]","[2, 2]"
23,6,"[8, 54]","[0, 0]","[7, 7]"
15,4,"[8, 8]","[0, 0]","[6, 6]"
9,6,"[6, 6]","[0, 0]","[5, 5]"
23,2,"[6, 7]","[0, 0]","[3, 3]"
14,10,"[7, 8]","[0, 0]","[6, 6]"
20,6,"[9, 33]","[0, 0]","[6, 6]"
18,4,"[8, 9]","[0, 0]","[7, 7]"
18,6,"[8, 10]","[0, 0]","[7, 7]"
6,4,"[7, 1448]","[0, 0]","[4, 4]"
6,9,"[4, 8]","[0, 0]","[3, 3]"
2,6,"[3, 3]","[0, 0]","[1, 1]"
19,9,"[8, 8]","[0, 0]","[6, 6]"
1,7,"[2, 4]","[0, 0]","[0, 1]"
17,10,"[9, 10]","[0, 0]","[6, 6]"
20,7,"[10, 11]","[0, 0]","[6, 6]"
17,4,"[9, 18]","[0, 0]","[7, 7]"
23,5,"[10, 45]","[0, 0]","[6, 6]"
21,6,"[10, 11]","[0, 0]","[7, 7]"
19,5,"[9, 10]","[0, 0]","[7, 7]"
6,7,"[7, 11]","[0, 0]","[4, 4]"
8,7,"[7, 9]","[0, 0]","[5, 5]"
8,5,"[8, 10]","[0, 0]","[6, 6]"
3,8,"[5, 8]","[0, 0]","[3, 3]"
10,9,"[9, 10]","[0, 0]","[6, 6]"
25,5,"[11, 66]","[0, 0]","[7, 7]"
7,2,"[9, 10]","[0, 0]","[4, 4]"
9,8,"[6, 8]","[0, 0]","[3, 4]"
14,3,"[8, 9]","[0, 0]","[6, 6]"
13,2,"[9, 10]","[0, 0]","[6, 6]"
25,3,"[9, 10]","[0, 0]","[6, 6]"
17,5,"[10, 11]","[0, 0]","[6, 6]"
22,2,"[8, 10]","[0, 0]","[6, 6]"
3,2,"[7, 10]","[0, 0]","[3, 3]"
13,7,"[8, 10]","[0, 0]","[4, 4]"
16,8,"[9, 11]","[0, 0]","[7, 7]"
21,5,"[10, 12]","[0, 0]","[9, 9]"
14,8,"[10, 10]","[0, 0]","[6, 6]"
13,6,"[8, 9]","[0, 0]","[5, 5]"
8,1,"[8, 12]","[0, 0]","[3, 3]"
4,8,"[5, 7]","[0, 0]","[2, 2]"
24,3,"[9, 11]","[0, 0]","[6, 6]"
5,2,"[8, 12]","[0, 0]","[3, 3]"
8,2,"[8, 10]","[0, 0]","[4, 4]"
19,6,"[9, 1213]","[0, 0]","[6, 6]"
20,2,"[7, 8]","[0, 0]","[6, 6]"
5,5,"[5, 6]","[0, 0]","[2, 2]"
13,3,"[7, 9]","[0, 0]","[5, 5]"
23,10,"[10, 11]","[0, 0]","[6, 6]"
20,8,"[10, 11]","[0, 0]","[6, 6]"
24,10,"[11, 12]","[0, 0]","[9, 9]"
9,1,"[5, 8]","[0, 0]","[1, 1]"
22,9,"[10, 11]","[0, 0]","[7, 7]"
12,10,"[9, 10]","[0, 0]","[6, 6]"
1,9,"[3, 3]","[0, 0]","[1, 1]"
21,7,"[10, 23]","[0, 0]","[9, 9]"
17,7,"[9, 11]","[0, 0]","[6, 6]"
16,2,"[6, 8]","[0, 0]","[4, 4]"
23,9,"[10, 12]","[0, 0]","[6, 6]"
25,9,"[10, 11]","[0, 0]","[7, 7]"
19,3,"[9, 18]","[0, 0]","[6, 6]"
21,2,"[8, 9]","[0, 0]","[4, 4]"
4,9,"[5, 7]","[0, 0]","[3, 3]"
19,2,"[10, 14]","[0, 0]","[7, 7]"
11,6,"[8, 9]","[0, 0]","[5, 5]"
9,3,"[10, 12]","[0, 0]","[6, 6]"
14,5,"[7, 9]","[0, 0]","[3, 3]"
22,4,"[10, 11]","[0, 0]","[6, 6]"
13,1,"[6, 9]","[0, 0]","[2, 2]"
3,3,"[6, 7]","[0, 0]","[1, 1]"
19,4,"[10, 89]","[0, 0]","[5, 5]"
16,3,"[9, 10]","[0, 0]","[6, 6]"
15,10,"[8, 10]","[0, 0]","[5, 5]"
