movies,categories,run_time,screen_time,n_movies
25,8,"[5849770, 5849770]","[0, 0]","[9, 9]"
10,1,"[167, 167]","[0, 0]","[3, 3]"
4,9,"[34, 34]","[0, 0]","[3, 3]"
24,10,"[3431220, 3431220]","[0, 0]","[9, 9]"
18,8,"[48296, 48296]","[0, 0]","[7, 7]"
16,7,"[11991, 11991]","[0, 0]","[7, 7]"
14,5,"[1722, 1722]","[0, 0]","[6, 6]"
21,8,"[407610, 407610]","[0, 0]","[6, 6]"
14,1,"[883, 883]","[0, 0]","[1, 1]"
10,10,"[263, 263]","[0, 0]","[5, 5]"
16,3,"[9314, 9314]","[0, 0]","[6, 6]"
10,5,"[176, 176]","[0, 0]","[5, 5]"
12,7,"[817, 817]","[0, 0]","[6, 6]"
8,1,"[54, 54]","[0, 0]","[3, 3]"
12,6,"[850, 850]","[0, 0]","[6, 6]"
10,4,"[182, 182]","[0, 0]","[6, 6]"
16,2,"[8440, 8440]","[0, 0]","[4, 4]"
21,9,"[639189, 639189]","[0, 0]","[6, 6]"
14,2,"[1780, 1780]","[0, 0]","[3, 3]"
23,9,"[1995020, 1995020]","[0, 0]","[7, 7]"
2,8,"[15, 15]","[0, 0]","[2, 2]"
10,6,"[204, 204]","[0, 0]","[5, 5]"
12,4,"[740, 740]","[0, 0]","[7, 7]"
8,3,"[66, 66]","[0, 0]","[4, 4]"
8,2,"[50, 50]","[0, 0]","[5, 5]"
12,5,"[543, 543]","[0, 0]","[5, 5]"
10,7,"[232, 232]","[0, 0]","[6, 6]"
2,9,"[18, 18]","[0, 0]","[2, 2]"
7,10,"[47, 47]","[0, 0]","[4, 4]"
23,8,"[1660980, 1660980]","[0, 0]","[9, 9]"
16,1,"[9163, 9163]","[0, 0]","[3, 3]"
14,3,"[2350, 2350]","[0, 0]","[7, 7]"
21,7,"[410347, 410347]","[0, 0]","[10, 10]"
23,5,"[1420890, 1420890]","[0, 0]","[7, 7]"
2,4,"[23, 23]","[0, 0]","[2, 2]"
18,3,"[43724, 43724]","[0, 0]","[7, 7]"
25,3,"[5753830, 5753830]","[0, 0]","[7, 7]"
4,2,"[25, 25]","[0, 0]","[3, 3]"
12,8,"[735, 735]","[0, 0]","[7, 7]"
6,1,"[30, 30]","[0, 0]","[4, 4]"
12,9,"[815, 815]","[0, 0]","[5, 5]"
4,3,"[23, 23]","[0, 0]","[3, 3]"
2,10,"[21, 21]","[0, 0]","[2, 2]"
25,2,"[4977450, 4977450]","[0, 0]","[8, 8]"
18,2,"[50762, 50762]","[0, 0]","[5, 5]"
2,5,"[21, 21]","[0, 0]","[2, 2]"
23,4,"[1514480, 1514480]","[0, 0]","[7, 7]"
21,6,"[387790, 387790]","[0, 0]","[8, 8]"
21,4,"[336816, 336816]","[0, 0]","[9, 9]"
19,10,"[102127, 102127]","[0, 0]","[7, 7]"
23,6,"[1772910, 1772910]","[0, 0]","[7, 7]"
2,7,"[19, 19]","[0, 0]","[2, 2]"
10,9,"[217, 217]","[0, 0]","[6, 6]"
4,1,"[15, 15]","[0, 0]","[2, 2]"
6,3,"[35, 35]","[0, 0]","[2, 2]"
15,10,"[8739, 8739]","[0, 0]","[6, 6]"
6,2,"[38, 38]","[0, 0]","[4, 4]"
23,10,"[1392590, 1392590]","[0, 0]","[6, 6]"
10,8,"[225, 225]","[0, 0]","[5, 5]"
25,1,"[5171550, 5171550]","[0, 0]","[4, 4]"
18,1,"[13969, 13969]","[0, 0]","[1, 1]"
2,6,"[23, 23]","[0, 0]","[2, 2]"
23,7,"[1653340, 1653340]","[0, 0]","[7, 7]"
21,5,"[568839, 568839]","[0, 0]","[9, 9]"
14,8,"[2916, 2916]","[0, 0]","[6, 6]"
21,1,"[120302, 120302]","[0, 0]","[1, 1]"
17,10,"[29764, 29764]","[0, 0]","[7, 7]"
2,2,"[22, 22]","[0, 0]","[2, 2]"
23,3,"[1049400, 1049400]","[0, 0]","[7, 7]"
18,5,"[37976, 37976]","[0, 0]","[8, 8]"
4,4,"[17, 17]","[0, 0]","[2, 2]"
25,5,"[6130050, 6130050]","[0, 0]","[9, 9]"
6,6,"[24, 24]","[0, 0]","[4, 4]"
8,9,"[73, 73]","[0, 0]","[5, 5]"
8,8,"[72, 72]","[0, 0]","[6, 6]"
6,7,"[24, 24]","[0, 0]","[4, 4]"
25,4,"[6988480, 6988480]","[0, 0]","[7, 7]"
4,5,"[32, 32]","[0, 0]","[2, 2]"
18,4,"[59303, 59303]","[0, 0]","[7, 7]"
23,2,"[853525, 853525]","[0, 0]","[5, 5]"
2,3,"[19, 19]","[0, 0]","[1, 1]"
21,10,"[551416, 551416]","[0, 0]","[6, 6]"
14,9,"[3689, 3689]","[0, 0]","[6, 6]"
21,2,"[322543, 322543]","[0, 0]","[6, 6]"
2,1,"[21, 21]","[0, 0]","[2, 2]"
16,9,"[12342, 12342]","[0, 0]","[6, 6]"
18,6,"[54853, 54853]","[0, 0]","[7, 7]"
4,7,"[26, 26]","[0, 0]","[3, 3]"
25,6,"[6407620, 6407620]","[0, 0]","[9, 9]"
6,5,"[28, 28]","[0, 0]","[4, 4]"
6,4,"[35, 35]","[0, 0]","[5, 5]"
25,7,"[8007110, 8007110]","[0, 0]","[9, 9]"
4,6,"[25, 25]","[0, 0]","[4, 4]"
18,7,"[54208, 54208]","[0, 0]","[6, 6]"
16,8,"[16077, 16077]","[0, 0]","[7, 7]"
23,1,"[780635, 780635]","[0, 0]","[2, 2]"
21,3,"[374027, 374027]","[0, 0]","[7, 7]"
7,3,"[30, 30]","[0, 0]","[3, 3]"
25,10,"[6106970, 6106970]","[0, 0]","[10, 10]"
11,9,"[369, 369]","[0, 0]","[5, 5]"
5,1,"[34, 34]","[0, 0]","[3, 3]"
22,6,"[971132, 971132]","[0, 0]","[10, 10]"
3,7,"[16, 16]","[0, 0]","[3, 3]"
20,4,"[157704, 157704]","[0, 0]","[7, 7]"
1,5,"[20, 20]","[0, 0]","[1, 1]"
1,4,"[28, 28]","[0, 0]","[1, 1]"
20,5,"[153192, 153192]","[0, 0]","[8, 8]"
19,1,"[31490, 31490]","[0, 0]","[1, 1]"
3,6,"[15, 15]","[0, 0]","[2, 2]"
22,7,"[715989, 715989]","[0, 0]","[8, 8]"
13,10,"[1711, 1711]","[0, 0]","[6, 6]"
11,8,"[504, 504]","[0, 0]","[5, 5]"
24,1,"[1828160, 1828160]","[0, 0]","[4, 4]"
7,2,"[33, 33]","[0, 0]","[4, 4]"
13,8,"[1451, 1451]","[0, 0]","[4, 4]"
4,10,"[28, 28]","[0, 0]","[2, 2]"
24,3,"[2287380, 2287380]","[0, 0]","[7, 7]"
5,2,"[30, 30]","[0, 0]","[3, 3]"
22,5,"[785246, 785246]","[0, 0]","[8, 8]"
3,4,"[15, 15]","[0, 0]","[3, 3]"
19,3,"[127200, 127200]","[0, 0]","[6, 6]"
20,7,"[182984, 182984]","[0, 0]","[7, 7]"
8,10,"[77, 77]","[0, 0]","[5, 5]"
1,6,"[17, 17]","[0, 0]","[1, 1]"
1,7,"[23, 23]","[0, 0]","[1, 1]"
20,6,"[171716, 171716]","[0, 0]","[6, 6]"
19,2,"[96164, 96164]","[0, 0]","[7, 7]"
3,5,"[23, 23]","[0, 0]","[2, 2]"
22,4,"[666851, 666851]","[0, 0]","[6, 6]"
5,3,"[20, 20]","[0, 0]","[3, 3]"
24,2,"[1775600, 1775600]","[0, 0]","[6, 6]"
7,1,"[30, 30]","[0, 0]","[1, 1]"
13,9,"[1661, 1661]","[0, 0]","[6, 6]"
7,5,"[44, 44]","[0, 0]","[5, 5]"
5,7,"[20, 20]","[0, 0]","[3, 3]"
24,6,"[2946200, 2946200]","[0, 0]","[7, 7]"
3,1,"[17, 17]","[0, 0]","[2, 2]"
17,9,"[28690, 28690]","[0, 0]","[5, 5]"
19,6,"[98358, 98358]","[0, 0]","[7, 7]"
6,10,"[28, 28]","[0, 0]","[5, 5]"
1,3,"[15, 15]","[0, 0]","[1, 1]"
20,2,"[154360, 154360]","[0, 0]","[6, 6]"
20,3,"[151859, 151859]","[0, 0]","[6, 6]"
1,2,"[19, 19]","[0, 0]","[1, 1]"
19,7,"[95294, 95294]","[0, 0]","[7, 7]"
17,8,"[27028, 27028]","[0, 0]","[7, 7]"
22,1,"[602034, 602034]","[0, 0]","[4, 4]"
24,7,"[3816770, 3816770]","[0, 0]","[9, 9]"
5,6,"[22, 22]","[0, 0]","[5, 5]"
7,4,"[34, 34]","[0, 0]","[4, 4]"
7,6,"[38, 38]","[0, 0]","[4, 4]"
9,9,"[106, 106]","[0, 0]","[6, 6]"
5,4,"[23, 23]","[0, 0]","[5, 5]"
24,5,"[3299910, 3299910]","[0, 0]","[7, 7]"
3,2,"[23, 23]","[0, 0]","[3, 3]"
22,3,"[691648, 691648]","[0, 0]","[7, 7]"
19,5,"[94718, 94718]","[0, 0]","[7, 7]"
15,8,"[4499, 4499]","[0, 0]","[5, 5]"
20,1,"[118630, 118630]","[0, 0]","[4, 4]"
15,9,"[7758, 7758]","[0, 0]","[5, 5]"
1,1,"[22, 22]","[0, 0]","[1, 1]"
19,4,"[98977, 98977]","[0, 0]","[6, 6]"
11,10,"[533, 533]","[0, 0]","[6, 6]"
22,2,"[745441, 745441]","[0, 0]","[8, 8]"
3,3,"[16, 16]","[0, 0]","[2, 2]"
24,4,"[2704220, 2704220]","[0, 0]","[7, 7]"
5,5,"[19, 19]","[0, 0]","[3, 3]"
9,8,"[103, 103]","[0, 0]","[5, 5]"
7,7,"[45, 45]","[0, 0]","[5, 5]"
