movies,categories,run_time,screen_time,n_movies
11,5,"[1345, 1345]","[0, 0]","[6, 6]"
17,3,"[21441, 21441]","[0, 0]","[6, 6]"
20,8,"[82311, 82311]","[0, 0]","[6, 6]"
15,1,"[22472, 22472]","[0, 0]","[1, 1]"
1,9,"[1827, 1827]","[0, 0]","[1, 1]"
20,10,"[62942, 62942]","[0, 0]","[9, 9]"
1,8,"[245, 245]","[0, 0]","[1, 1]"
20,9,"[42269, 42269]","[0, 0]","[7, 7]"
16,10,"[4736, 4736]","[0, 0]","[6, 6]"
17,2,"[4786, 4786]","[0, 0]","[7, 7]"
11,4,"[41730, 41730]","[0, 0]","[6, 6]"
9,1,"[1249, 1249]","[0, 0]","[1, 1]"
13,6,"[1374, 1374]","[0, 0]","[5, 5]"
14,7,"[1118, 1118]","[0, 0]","[6, 6]"
16,5,"[5456, 5456]","[0, 0]","[6, 6]"
10,3,"[6699, 6699]","[0, 0]","[5, 5]"
6,9,"[353, 353]","[0, 0]","[4, 4]"
12,1,"[305, 305]","[0, 0]","[1, 1]"
8,6,"[297, 297]","[0, 0]","[4, 4]"
8,7,"[249, 249]","[0, 0]","[5, 5]"
6,8,"[1676, 1676]","[0, 0]","[4, 4]"
10,2,"[7497, 7497]","[0, 0]","[6, 6]"
5,10,"[700, 700]","[0, 0]","[4, 4]"
9,10,"[2488, 2488]","[0, 0]","[3, 3]"
16,4,"[4578, 4578]","[0, 0]","[8, 8]"
14,6,"[4558, 4558]","[0, 0]","[5, 5]"
14,4,"[4490, 4490]","[0, 0]","[7, 7]"
16,6,"[3347, 3347]","[0, 0]","[6, 6]"
18,9,"[39129, 39129]","[0, 0]","[7, 7]"
4,8,"[5223, 5223]","[0, 0]","[2, 2]"
25,9,"[4465770, 4465770]","[0, 0]","[8, 8]"
12,2,"[407, 407]","[0, 0]","[5, 5]"
12,10,"[1456, 1456]","[0, 0]","[6, 6]"
8,5,"[698, 698]","[0, 0]","[6, 6]"
8,4,"[1500, 1500]","[0, 0]","[5, 5]"
12,3,"[1516, 1516]","[0, 0]","[5, 5]"
25,8,"[3280830, 3280830]","[0, 0]","[9, 9]"
10,1,"[292, 292]","[0, 0]","[3, 3]"
4,9,"[243, 243]","[0, 0]","[3, 3]"
24,10,"[1735510, 1735510]","[0, 0]","[9, 9]"
18,8,"[25116, 25116]","[0, 0]","[7, 7]"
16,7,"[12266, 12266]","[0, 0]","[7, 7]"
14,5,"[4405, 4405]","[0, 0]","[6, 6]"
21,8,"[264343, 264343]","[0, 0]","[6, 6]"
14,1,"[2146, 2146]","[0, 0]","[1, 1]"
10,10,"[380, 380]","[0, 0]","[5, 5]"
16,3,"[3466, 3466]","[0, 0]","[6, 6]"
10,5,"[300, 300]","[0, 0]","[5, 5]"
12,7,"[479, 479]","[0, 0]","[6, 6]"
8,1,"[285, 285]","[0, 0]","[3, 3]"
12,6,"[1434, 1434]","[0, 0]","[6, 6]"
10,4,"[890, 890]","[0, 0]","[6, 6]"
16,2,"[3421, 3421]","[0, 0]","[4, 4]"
21,9,"[182828, 182828]","[0, 0]","[6, 6]"
14,2,"[2874, 2874]","[0, 0]","[3, 3]"
23,9,"[892637, 892637]","[0, 0]","[7, 7]"
2,8,"[538, 538]","[0, 0]","[2, 2]"
10,6,"[380, 380]","[0, 0]","[5, 5]"
12,4,"[456, 456]","[0, 0]","[7, 7]"
8,3,"[248, 248]","[0, 0]","[4, 4]"
8,2,"[574, 574]","[0, 0]","[5, 5]"
12,5,"[462, 462]","[0, 0]","[5, 5]"
10,7,"[390, 390]","[0, 0]","[6, 6]"
2,9,"[528, 528]","[0, 0]","[2, 2]"
7,10,"[540, 540]","[0, 0]","[4, 4]"
23,8,"[921919, 921919]","[0, 0]","[9, 9]"
16,1,"[4796, 4796]","[0, 0]","[3, 3]"
14,3,"[956, 956]","[0, 0]","[7, 7]"
21,7,"[177311, 177311]","[0, 0]","[10, 10]"
23,5,"[656525, 656525]","[0, 0]","[7, 7]"
2,4,"[548, 548]","[0, 0]","[2, 2]"
18,3,"[14542, 14542]","[0, 0]","[7, 7]"
25,3,"[3314960, 3314960]","[0, 0]","[7, 7]"
4,2,"[525, 525]","[0, 0]","[3, 3]"
12,8,"[542, 542]","[0, 0]","[7, 7]"
6,1,"[601, 601]","[0, 0]","[4, 4]"
12,9,"[573, 573]","[0, 0]","[5, 5]"
4,3,"[984, 984]","[0, 0]","[3, 3]"
2,10,"[234, 234]","[0, 0]","[2, 2]"
25,2,"[2902930, 2902930]","[0, 0]","[8, 8]"
18,2,"[16375, 16375]","[0, 0]","[5, 5]"
2,5,"[3362, 3362]","[0, 0]","[2, 2]"
23,4,"[745587, 745587]","[0, 0]","[7, 7]"
21,6,"[164333, 164333]","[0, 0]","[8, 8]"
21,4,"[115530, 115530]","[0, 0]","[9, 9]"
19,10,"[36085, 36085]","[0, 0]","[7, 7]"
23,6,"[845125, 845125]","[0, 0]","[7, 7]"
2,7,"[14358, 14358]","[0, 0]","[2, 2]"
10,9,"[1030, 1030]","[0, 0]","[6, 6]"
4,1,"[2254, 2254]","[0, 0]","[2, 2]"
6,3,"[438, 438]","[0, 0]","[2, 2]"
15,10,"[4755, 4755]","[0, 0]","[6, 6]"
6,2,"[19327, 19327]","[0, 0]","[4, 4]"
23,10,"[677044, 677044]","[0, 0]","[6, 6]"
10,8,"[322, 322]","[0, 0]","[5, 5]"
25,1,"[2799550, 2799550]","[0, 0]","[4, 4]"
18,1,"[4746, 4746]","[0, 0]","[1, 1]"
2,6,"[520, 520]","[0, 0]","[2, 2]"
23,7,"[743869, 743869]","[0, 0]","[7, 7]"
21,5,"[128630, 128630]","[0, 0]","[9, 9]"
14,8,"[1537, 1537]","[0, 0]","[6, 6]"
21,1,"[48472, 48472]","[0, 0]","[1, 1]"
17,10,"[10026, 10026]","[0, 0]","[7, 7]"
2,2,"[884, 884]","[0, 0]","[2, 2]"
23,3,"[718455, 718455]","[0, 0]","[7, 7]"
18,5,"[14428, 14428]","[0, 0]","[8, 8]"
4,4,"[243, 243]","[0, 0]","[2, 2]"
25,5,"[2977360, 2977360]","[0, 0]","[9, 9]"
6,6,"[593, 593]","[0, 0]","[4, 4]"
8,9,"[2832, 2832]","[0, 0]","[5, 5]"
8,8,"[331, 331]","[0, 0]","[6, 6]"
6,7,"[279, 279]","[0, 0]","[4, 4]"
25,4,"[3544610, 3544610]","[0, 0]","[7, 7]"
4,5,"[516, 516]","[0, 0]","[2, 2]"
18,4,"[19985, 19985]","[0, 0]","[7, 7]"
23,2,"[435715, 435715]","[0, 0]","[5, 5]"
2,3,"[428, 428]","[0, 0]","[1, 1]"
21,10,"[222728, 222728]","[0, 0]","[6, 6]"
14,9,"[4518, 4518]","[0, 0]","[6, 6]"
21,2,"[87393, 87393]","[0, 0]","[6, 6]"
2,1,"[329, 329]","[0, 0]","[2, 2]"
16,9,"[5650, 5650]","[0, 0]","[6, 6]"
18,6,"[22036, 22036]","[0, 0]","[7, 7]"
4,7,"[351, 351]","[0, 0]","[3, 3]"
25,6,"[3449020, 3449020]","[0, 0]","[9, 9]"
6,5,"[727, 727]","[0, 0]","[4, 4]"
6,4,"[576, 576]","[0, 0]","[5, 5]"
25,7,"[4038850, 4038850]","[0, 0]","[9, 9]"
4,6,"[488, 488]","[0, 0]","[4, 4]"
18,7,"[32585, 32585]","[0, 0]","[6, 6]"
16,8,"[39038, 39038]","[0, 0]","[7, 7]"
23,1,"[426880, 426880]","[0, 0]","[2, 2]"
21,3,"[161560, 161560]","[0, 0]","[7, 7]"
7,3,"[235, 235]","[0, 0]","[3, 3]"
25,10,"[3608800, 3608800]","[0, 0]","[10, 10]"
11,9,"[970, 970]","[0, 0]","[5, 5]"
5,1,"[2254, 2254]","[0, 0]","[3, 3]"
22,6,"[393444, 393444]","[0, 0]","[10, 10]"
3,7,"[572, 572]","[0, 0]","[3, 3]"
20,4,"[73972, 73972]","[0, 0]","[7, 7]"
1,5,"[33953, 33953]","[0, 0]","[1, 1]"
1,4,"[244, 244]","[0, 0]","[1, 1]"
20,5,"[52881, 52881]","[0, 0]","[8, 8]"
19,1,"[14332, 14332]","[0, 0]","[1, 1]"
3,6,"[259, 259]","[0, 0]","[2, 2]"
22,7,"[361087, 361087]","[0, 0]","[8, 8]"
13,10,"[2250, 2250]","[0, 0]","[6, 6]"
11,8,"[1026, 1026]","[0, 0]","[5, 5]"
24,1,"[933432, 933432]","[0, 0]","[4, 4]"
7,2,"[244, 244]","[0, 0]","[4, 4]"
13,8,"[2202, 2202]","[0, 0]","[4, 4]"
4,10,"[526, 526]","[0, 0]","[2, 2]"
24,3,"[1466110, 1466110]","[0, 0]","[7, 7]"
5,2,"[559, 559]","[0, 0]","[3, 3]"
22,5,"[222333, 222333]","[0, 0]","[8, 8]"
3,4,"[454, 454]","[0, 0]","[3, 3]"
19,3,"[43182, 43182]","[0, 0]","[6, 6]"
20,7,"[70475, 70475]","[0, 0]","[7, 7]"
8,10,"[257, 257]","[0, 0]","[5, 5]"
1,6,"[555, 555]","[0, 0]","[1, 1]"
1,7,"[629, 629]","[0, 0]","[1, 1]"
20,6,"[111613, 111613]","[0, 0]","[6, 6]"
19,2,"[29121, 29121]","[0, 0]","[7, 7]"
3,5,"[322, 322]","[0, 0]","[2, 2]"
22,4,"[283661, 283661]","[0, 0]","[6, 6]"
5,3,"[233, 233]","[0, 0]","[3, 3]"
24,2,"[896704, 896704]","[0, 0]","[6, 6]"
7,1,"[508, 508]","[0, 0]","[1, 1]"
13,9,"[1114, 1114]","[0, 0]","[6, 6]"
7,5,"[437, 437]","[0, 0]","[5, 5]"
5,7,"[20774, 20774]","[0, 0]","[3, 3]"
24,6,"[1374430, 1374430]","[0, 0]","[7, 7]"
3,1,"[502, 502]","[0, 0]","[2, 2]"
17,9,"[9440, 9440]","[0, 0]","[5, 5]"
19,6,"[46822, 46822]","[0, 0]","[7, 7]"
6,10,"[492, 492]","[0, 0]","[5, 5]"
1,3,"[246, 246]","[0, 0]","[1, 1]"
20,2,"[63509, 63509]","[0, 0]","[6, 6]"
20,3,"[60183, 60183]","[0, 0]","[6, 6]"
1,2,"[32239, 32239]","[0, 0]","[1, 1]"
19,7,"[75905, 75905]","[0, 0]","[7, 7]"
17,8,"[12312, 12312]","[0, 0]","[7, 7]"
22,1,"[302850, 302850]","[0, 0]","[4, 4]"
24,7,"[1315250, 1315250]","[0, 0]","[9, 9]"
5,6,"[429, 429]","[0, 0]","[5, 5]"
7,4,"[446, 446]","[0, 0]","[4, 4]"
7,6,"[398, 398]","[0, 0]","[4, 4]"
9,9,"[385, 385]","[0, 0]","[6, 6]"
5,4,"[370, 370]","[0, 0]","[5, 5]"
24,5,"[738352, 738352]","[0, 0]","[7, 7]"
3,2,"[400, 400]","[0, 0]","[3, 3]"
22,3,"[332747, 332747]","[0, 0]","[7, 7]"
19,5,"[25437, 25437]","[0, 0]","[7, 7]"
15,8,"[2911, 2911]","[0, 0]","[5, 5]"
20,1,"[35259, 35259]","[0, 0]","[4, 4]"
15,9,"[2635, 2635]","[0, 0]","[5, 5]"
1,1,"[638, 638]","[0, 0]","[1, 1]"
19,4,"[37568, 37568]","[0, 0]","[6, 6]"
11,10,"[381, 381]","[0, 0]","[6, 6]"
22,2,"[255265, 255265]","[0, 0]","[8, 8]"
3,3,"[546, 546]","[0, 0]","[2, 2]"
24,4,"[809289, 809289]","[0, 0]","[7, 7]"
5,5,"[368, 368]","[0, 0]","[3, 3]"
9,8,"[412, 412]","[0, 0]","[5, 5]"
7,7,"[430, 430]","[0, 0]","[5, 5]"
