movies,categories,run_time,screen_time,n_movies
3,1,"[1285310, 1527260]","[0, 0]","[2, 2]"
2,8,"[1240850, 1452370]","[0, 0]","[2, 2]"
12,9,"[1285740, 1506160]","[0, 0]","[5, 5]"
14,9,"[1302090, 1438160]","[0, 0]","[6, 6]"
6,6,"[1272080, 1419290]","[0, 0]","[4, 4]"
19,8,"[1300930, 1540950]","[0, 0]","[8, 8]"
1,2,"[1316520, 1472630]","[0, 0]","[1, 1]"
2,10,"[1244870, 1445190]","[0, 0]","[2, 2]"
15,6,"[1239230, 1492760]","[0, 0]","[7, 7]"
7,4,"[1250420, 1427830]","[0, 0]","[4, 4]"
16,10,"[1260960, 1425030]","[0, 0]","[6, 6]"
5,7,"[1233000, 1546290]","[0, 0]","[3, 3]"
15,8,"[1268220, 1499240]","[0, 0]","[5, 5]"
7,10,"[1261950, 1414640]","[0, 0]","[4, 4]"
22,3,"[1287290, 1449600]","[0, 0]","[7, 7]"
10,6,"[1257390, 1429930]","[0, 0]","[5, 5]"
12,6,"[1317130, 1437440]","[0, 0]","[6, 6]"
16,9,"[1220770, 1424550]","[0, 0]","[6, 6]"
22,7,"[1245710, 1496930]","[0, 0]","[8, 8]"
4,6,"[1274100, 1540100]","[0, 0]","[4, 4]"
5,4,"[1327800, 1471230]","[0, 0]","[5, 5]"
11,2,"[1241100, 1551330]","[0, 0]","[4, 4]"
18,9,"[1317920, 1512710]","[0, 0]","[7, 7]"
17,3,"[1237940, 1449790]","[0, 0]","[6, 6]"
5,9,"[1179230, 1437450]","[0, 0]","[3, 3]"
20,5,"[1341980, 1441510]","[0, 0]","[8, 8]"
25,2,"[1350560, 1508390]","[0, 0]","[8, 8]"
2,9,"[1333010, 1505730]","[0, 0]","[2, 2]"
6,8,"[1308390, 1561350]","[0, 0]","[4, 4]"
10,1,"[1263750, 1412840]","[0, 0]","[3, 3]"
8,3,"[1249420, 1490660]","[0, 0]","[4, 4]"
17,2,"[1263750, 1469290]","[0, 0]","[7, 7]"
20,1,"[1328520, 1430620]","[0, 0]","[4, 4]"
7,1,"[1273210, 1402450]","[0, 0]","[1, 1]"
25,10,"[1232460, 1522740]","[0, 0]","[10, 10]"
2,4,"[1259340, 1438380]","[0, 0]","[2, 2]"
1,3,"[1268850, 1457650]","[0, 0]","[1, 1]"
21,8,"[1329340, 1483210]","[0, 0]","[6, 6]"
1,4,"[1214730, 1534240]","[0, 0]","[1, 1]"
12,4,"[1364200, 1491910]","[0, 0]","[7, 7]"
3,5,"[1288790, 1449680]","[0, 0]","[2, 2]"
16,1,"[1279930, 1461480]","[0, 0]","[3, 3]"
15,2,"[1248250, 1472510]","[0, 0]","[5, 5]"
7,6,"[1236680, 1484680]","[0, 0]","[4, 4]"
1,1,"[1287140, 1556830]","[0, 0]","[1, 1]"
5,1,"[1247960, 1461470]","[0, 0]","[3, 3]"
10,8,"[1275870, 1473610]","[0, 0]","[5, 5]"
2,2,"[1308500, 1505230]","[0, 0]","[2, 2]"
18,8,"[1278720, 1563430]","[0, 0]","[7, 7]"
20,3,"[1254360, 1421370]","[0, 0]","[6, 6]"
18,3,"[1244790, 1449170]","[0, 0]","[7, 7]"
3,7,"[1278800, 1488660]","[0, 0]","[3, 3]"
9,9,"[1309630, 1465160]","[0, 0]","[6, 6]"
25,4,"[1343970, 1535310]","[0, 0]","[7, 7]"
10,10,"[1219340, 1454070]","[0, 0]","[5, 5]"
7,7,"[1357300, 1552280]","[0, 0]","[5, 5]"
9,2,"[1229490, 1448830]","[0, 0]","[5, 5]"
9,5,"[1309110, 1500930]","[0, 0]","[6, 6]"
6,1,"[1310360, 1474660]","[0, 0]","[4, 4]"
7,9,"[1319790, 1501080]","[0, 0]","[5, 5]"
3,4,"[1202490, 1517290]","[0, 0]","[3, 3]"
24,7,"[1280110, 1456480]","[0, 0]","[9, 9]"
16,7,"[1309820, 1494920]","[0, 0]","[7, 7]"
8,10,"[1339220, 1482460]","[0, 0]","[5, 5]"
23,4,"[1254670, 1491350]","[0, 0]","[7, 7]"
4,2,"[1192790, 1396370]","[0, 0]","[3, 3]"
23,6,"[1266260, 1473550]","[0, 0]","[7, 7]"
15,4,"[1320260, 1484280]","[0, 0]","[7, 7]"
9,6,"[1240070, 1458190]","[0, 0]","[6, 6]"
23,2,"[1238650, 1424920]","[0, 0]","[5, 5]"
14,10,"[1329340, 1504430]","[0, 0]","[6, 6]"
20,6,"[1273260, 1519720]","[0, 0]","[6, 6]"
18,4,"[1294000, 1432250]","[0, 0]","[7, 7]"
18,6,"[1241720, 1423790]","[0, 0]","[7, 7]"
6,4,"[1261570, 1467060]","[0, 0]","[5, 5]"
6,9,"[1235640, 1433230]","[0, 0]","[4, 4]"
2,6,"[1230450, 1369200]","[0, 0]","[2, 2]"
19,9,"[1331910, 1448440]","[0, 0]","[6, 6]"
1,7,"[1239470, 1527490]","[0, 0]","[1, 1]"
17,10,"[1267880, 1544480]","[0, 0]","[7, 7]"
20,7,"[1326460, 1432690]","[0, 0]","[7, 7]"
17,4,"[1305570, 1505630]","[0, 0]","[7, 7]"
23,5,"[1281570, 1423860]","[0, 0]","[7, 7]"
21,6,"[1303810, 1451140]","[0, 0]","[8, 8]"
19,5,"[1362040, 1499370]","[0, 0]","[7, 7]"
6,7,"[1349700, 1471340]","[0, 0]","[4, 4]"
8,7,"[1217290, 1492980]","[0, 0]","[5, 5]"
8,5,"[1256390, 1517260]","[0, 0]","[6, 6]"
3,8,"[1254430, 1424590]","[0, 0]","[3, 3]"
10,9,"[1239150, 1470580]","[0, 0]","[6, 6]"
25,5,"[1079810, 1343020]","[0, 0]","[9, 9]"
7,2,"[1057600, 1135770]","[0, 0]","[4, 4]"
9,8,"[1055710, 1128500]","[0, 0]","[5, 5]"
14,3,"[984548, 1109190]","[0, 0]","[7, 7]"
13,2,"[935560, 1145020]","[0, 0]","[7, 7]"
25,3,"[1025020, 1130590]","[0, 0]","[7, 7]"
17,5,"[1294790, 1452240]","[0, 0]","[6, 6]"
22,2,"[1335730, 1494760]","[0, 0]","[8, 8]"
3,2,"[1239320, 1438530]","[0, 0]","[3, 3]"
13,7,"[1198910, 1421560]","[0, 0]","[5, 5]"
16,8,"[1301060, 1501070]","[0, 0]","[7, 7]"
21,5,"[1344120, 1462050]","[0, 0]","[9, 9]"
14,8,"[1345260, 1459930]","[0, 0]","[6, 6]"
13,6,"[1250260, 1430570]","[0, 0]","[5, 5]"
8,1,"[1328830, 1470020]","[0, 0]","[3, 3]"
4,8,"[1307180, 1539120]","[0, 0]","[2, 2]"
24,3,"[1090900, 1297370]","[0, 0]","[7, 7]"
5,2,"[1042250, 1149100]","[0, 0]","[3, 3]"
8,2,"[1062400, 1106430]","[0, 0]","[5, 5]"
19,6,"[1004360, 1120280]","[0, 0]","[7, 7]"
20,2,"[1016260, 1115090]","[0, 0]","[6, 6]"
5,5,"[925568, 1135950]","[0, 0]","[3, 3]"
13,3,"[1208430, 1420640]","[0, 0]","[5, 5]"
23,10,"[1341100, 1524180]","[0, 0]","[6, 6]"
20,8,"[1309720, 1464640]","[0, 0]","[6, 6]"
24,10,"[1297290, 1441360]","[0, 0]","[9, 9]"
9,1,"[1340660, 1472040]","[0, 0]","[1, 1]"
22,9,"[1243170, 1539550]","[0, 0]","[7, 7]"
12,10,"[1290980, 1543430]","[0, 0]","[6, 6]"
1,9,"[1281180, 1464860]","[0, 0]","[1, 1]"
21,7,"[1344610, 1474330]","[0, 0]","[10, 10]"
17,7,"[1351510, 1465060]","[0, 0]","[7, 7]"
16,2,"[1075770, 1279250]","[0, 0]","[4, 4]"
23,9,"[1070600, 1135970]","[0, 0]","[7, 7]"
25,9,"[1011820, 1136640]","[0, 0]","[8, 8]"
19,3,"[1037840, 1143260]","[0, 0]","[6, 6]"
21,2,"[1048000, 1120060]","[0, 0]","[6, 6]"
4,9,"[570920, 1119970]","[0, 0]","[3, 3]"
19,2,"[1223010, 1441490]","[0, 0]","[7, 7]"
11,6,"[1236360, 1462790]","[0, 0]","[5, 5]"
9,3,"[1257200, 1447560]","[0, 0]","[6, 6]"
14,5,"[1227710, 1493350]","[0, 0]","[6, 6]"
22,4,"[1310490, 1496960]","[0, 0]","[6, 6]"
13,1,"[1222200, 1400240]","[0, 0]","[2, 2]"
3,3,"[1321450, 1479280]","[0, 0]","[2, 2]"
19,4,"[1295870, 1496520]","[0, 0]","[6, 6]"
16,3,"[1346730, 1496190]","[0, 0]","[6, 6]"
15,10,"[1264240, 1492610]","[0, 0]","[6, 6]"
